clip_id,source,threshold,tile_size,activation_rule,halo_tiles,total_tiles,active_tiles,partial_edge_tiles,additional_closure_tiles,pairs_at_or_above_75_percent,pairs_at_or_above_90_percent,full_pressure_pairs,active_tile_ratio,frozen_candidate_ratio,halo_inflation_ratio
c04,translation_compensated,2,8,5_percent,2,748800,655338,0,171584,117,49,0,0.8751842948717948,0.12481570512820517,1.3546926743758192
c04,translation_compensated,2,8,10_percent,0,748800,453449,0,0,9,0,0,0.6055675747863248,0.39443242521367516,1.0
c04,translation_compensated,2,8,10_percent,1,748800,582813,0,129364,82,9,0,0.7783293269230769,0.22167067307692312,1.2852889740632354
c04,translation_compensated,2,8,10_percent,2,748800,633750,0,180301,116,30,0,0.8463541666666666,0.15364583333333337,1.3976213422016588
c04,translation_compensated,2,16,any,0,187200,155915,0,0,116,27,0,0.8328792735042735,0.1671207264957265,1.0
c04,translation_compensated,2,16,any,1,187200,177754,0,21839,118,118,1,0.9495405982905983,0.05045940170940166,1.1400699098867972
c04,translation_compensated,2,16,any,2,187200,182460,0,26545,118,118,34,0.9746794871794872,0.02532051282051284,1.1702530224801975
c04,translation_compensated,2,16,1_percent,0,187200,147616,0,0,87,11,0,0.7885470085470085,0.21145299145299146,1.0
c04,translation_compensated,2,16,1_percent,1,187200,171824,0,24208,118,95,0,0.9178632478632479,0.08213675213675209,1.1639930630825928
c04,translation_compensated,2,16,1_percent,2,187200,179523,0,31907,118,117,16,0.9589903846153847,0.04100961538461534,1.2161486559722523
c04,translation_compensated,2,16,5_percent,0,187200,133586,0,0,48,1,0,0.7136004273504274,0.2863995726495726,1.0
c04,translation_compensated,2,16,5_percent,1,187200,161065,0,27479,117,40,0,0.8603899572649573,0.13961004273504274,1.2057026933960147
c04,translation_compensated,2,16,5_percent,2,187200,170891,0,37305,118,78,3,0.9128792735042736,0.08712072649572644,1.2792583055110565
c04,translation_compensated,2,16,10_percent,0,187200,124612,0,0,22,0,0,0.6656623931623932,0.3343376068376068,1.0
c04,translation_compensated,2,16,10_percent,1,187200,155599,0,30987,114,24,0,0.8311912393162393,0.16880876068376072,1.2486678650531249
c04,translation_compensated,2,16,10_percent,2,187200,167517,0,42905,118,67,0,0.8948557692307693,0.10514423076923074,1.3443087343113023
c04,translation_compensated,2,32,any,0,46800,42847,0,0,118,95,0,0.9155341880341881,0.08446581196581193,1.0
c04,translation_compensated,2,32,any,1,46800,45803,0,2956,118,118,70,0.9786965811965812,0.021303418803418794,1.0689896608864098
c04,translation_compensated,2,32,any,2,46800,45993,0,3146,118,118,109,0.9827564102564103,0.01724358974358975,1.07342404369034
c04,translation_compensated,2,32,1_percent,0,46800,39182,0,0,114,31,0,0.8372222222222222,0.1627777777777778,1.0
c04,translation_compensated,2,32,1_percent,1,46800,44095,0,4913,118,113,20,0.9422008547008547,0.057799145299145316,1.125389209330815
c04,translation_compensated,2,32,1_percent,2,46800,45429,0,6247,118,118,43,0.9707051282051282,0.02929487179487178,1.159435455055893
c04,translation_compensated,2,32,5_percent,0,46800,36041,0,0,75,8,0,0.7701068376068376,0.22989316239316238,1.0
c04,translation_compensated,2,32,5_percent,1,46800,42595,0,6554,118,81,2,0.9101495726495726,0.08985042735042736,1.1818484503759608
c04,translation_compensated,2,32,5_percent,2,46800,44582,0,8541,118,118,27,0.9526068376068376,0.04739316239316238,1.2369801059903998
c04,translation_compensated,2,32,10_percent,0,46800,33910,0,0,51,1,0,0.7245726495726496,0.27542735042735045,1.0
c04,translation_compensated,2,32,10_percent,1,46800,41995,0,8085,118,71,1,0.8973290598290599,0.10267094017094014,1.2384252432910645
c04,translation_compensated,2,32,10_percent,2,46800,44321,0,10411,118,116,21,0.9470299145299146,0.052970085470085415,1.3070185785903863
c04,translation_compensated,2,64,any,0,12480,11949,1560,0,118,118,25,0.9574519230769231,0.04254807692307694,1.0
c04,translation_compensated,2,64,any,1,12480,12267,1560,318,118,118,113,0.9829326923076923,0.017067307692307687,1.0266131056992216
c04,translation_compensated,2,64,any,2,12480,12272,1560,323,118,118,118,0.9833333333333333,0.01666666666666672,1.0270315507573855
c04,translation_compensated,2,64,1_percent,0,12480,10851,1560,0,117,46,2,0.8694711538461538,0.1305288461538462,1.0
c04,translation_compensated,2,64,1_percent,1,12480,11943,1560,1092,118,118,42,0.9569711538461538,0.04302884615384617,1.1006358860934475
c04,translation_compensated,2,64,1_percent,2,12480,12272,1560,1421,118,118,118,0.9833333333333333,0.01666666666666672,1.1309556722882683
c04,translation_compensated,2,64,5_percent,0,12480,10144,1560,0,107,19,0,0.8128205128205128,0.18717948717948718,1.0
c04,translation_compensated,2,64,5_percent,1,12480,11728,1560,1584,118,115,28,0.9397435897435897,0.060256410256410264,1.1561514195583595
c04,translation_compensated,2,64,5_percent,2,12480,12270,1560,2126,118,118,116,0.9831730769230769,0.016826923076923128,1.2095820189274449
c04,translation_compensated,2,64,10_percent,0,12480,9529,1560,0,77,8,0,0.7635416666666667,0.23645833333333333,1.0
c04,translation_compensated,2,64,10_percent,1,12480,11625,1560,2096,118,108,23,0.9314903846153846,0.06850961538461542,1.219960121733655
c04,translation_compensated,2,64,10_percent,2,12480,12261,1560,2732,118,118,115,0.9824519230769231,0.017548076923076916,1.2867037464581803
c04,translation_compensated,4,8,any,0,748800,421767,0,0,1,0,0,0.5632572115384615,0.43674278846153847,1.0
c04,translation_compensated,4,8,any,1,748800,549032,0,127265,57,1,0,0.733215811965812,0.266784188034188,1.3017424312475845
c04,translation_compensated,4,8,any,2,748800,609594,0,187827,111,18,0,0.8140945512820513,0.18590544871794867,1.445333560947158
c04,translation_compensated,4,8,1_percent,0,748800,421767,0,0,1,0,0,0.5632572115384615,0.43674278846153847,1.0
c04,translation_compensated,4,8,1_percent,1,748800,549032,0,127265,57,1,0,0.733215811965812,0.266784188034188,1.3017424312475845
c04,translation_compensated,4,8,1_percent,2,748800,609594,0,187827,111,18,0,0.8140945512820513,0.18590544871794867,1.445333560947158
c04,translation_compensated,4,8,5_percent,0,748800,388644,0,0,0,0,0,0.5190224358974359,0.4809775641025641,1.0
c04,translation_compensated,4,8,5_percent,1,748800,519368,0,130724,29,0,0,0.6936004273504274,0.3063995726495726,1.336359238789226
c04,translation_compensated,4,8,5_percent,2,748800,582558,0,193914,88,1,0,0.7779887820512821,0.22201121794871792,1.498950196066323
c04,translation_compensated,4,8,10_percent,0,748800,370071,0,0,0,0,0,0.49421875,0.5057812500000001,1.0
c04,translation_compensated,4,8,10_percent,1,748800,507356,0,137285,24,0,0,0.6775587606837606,0.32244123931623936,1.370969354529266
c04,translation_compensated,4,8,10_percent,2,748800,572279,0,202208,79,1,0,0.7642614850427351,0.23573851495726494,1.546403257753242
c04,translation_compensated,4,16,any,0,187200,125706,0,0,25,0,0,0.6715064102564102,0.3284935897435898,1.0
c04,translation_compensated,4,16,any,1,187200,157745,0,32039,117,29,0,0.8426549145299145,0.15734508547008552,1.2548724802316515
c04,translation_compensated,4,16,any,2,187200,170561,0,44855,118,93,1,0.9111164529914529,0.08888354700854706,1.3568246543522187
c04,translation_compensated,4,16,1_percent,0,187200,120707,0,0,13,0,0,0.6448023504273505,0.35519764957264954,1.0
c04,translation_compensated,4,16,1_percent,1,187200,153301,0,32594,115,13,0,0.8189155982905983,0.18108440170940165,1.2700257648686488
c04,translation_compensated,4,16,1_percent,2,187200,167233,0,46526,118,63,0,0.8933386752136752,0.10666132478632484,1.385445748796673
c04,translation_compensated,4,16,5_percent,0,187200,112653,0,0,6,0,0,0.6017788461538461,0.39822115384615386,1.0
c04,translation_compensated,4,16,5_percent,1,187200,147799,0,35146,97,5,0,0.7895245726495727,0.21047542735042735,1.3119845898466973
c04,translation_compensated,4,16,5_percent,2,187200,163385,0,50732,118,45,0,0.8727831196581196,0.1272168803418804,1.450338650546368
c04,translation_compensated,4,16,10_percent,0,187200,106070,0,0,1,0,0,0.5666132478632478,0.43338675213675215,1.0
c04,translation_compensated,4,16,10_percent,1,187200,144158,0,38088,83,1,0,0.7700747863247863,0.22992521367521368,1.3590836240218724
c04,translation_compensated,4,16,10_percent,2,187200,161461,0,55391,117,36,0,0.8625053418803419,0.1374946581196581,1.522211746959555
c04,translation_compensated,4,32,any,0,46800,36507,0,0,86,4,0,0.7800641025641025,0.21993589743589748,1.0
c04,translation_compensated,4,32,any,1,46800,43549,0,7042,118,110,2,0.9305341880341881,0.06946581196581192,1.1928945133809954
c04,translation_compensated,4,32,any,2,46800,45327,0,8820,118,118,30,0.968525641025641,0.03147435897435902,1.2415975018489604
c04,translation_compensated,4,32,1_percent,0,46800,34165,0,0,50,1,0,0.7300213675213675,0.2699786324786325,1.0
c04,translation_compensated,4,32,1_percent,1,46800,42124,0,7959,118,75,1,0.9000854700854701,0.09991452991452987,1.232957705253915
c04,translation_compensated,4,32,1_percent,2,46800,44447,0,10282,118,118,22,0.9497222222222222,0.050277777777777755,1.3009512659154105
c04,translation_compensated,4,32,5_percent,0,46800,31973,0,0,24,0,0,0.6831837606837606,0.31681623931623937,1.0
c04,translation_compensated,4,32,5_percent,1,46800,41416,0,9443,118,62,0,0.884957264957265,0.11504273504273499,1.2953429456103587
c04,translation_compensated,4,32,5_percent,2,46800,44105,0,12132,118,113,13,0.9424145299145299,0.0575854700854701,1.379445156851093
c04,translation_compensated,4,32,10_percent,0,46800,29843,0,0,16,0,0,0.6376709401709402,0.36232905982905983,1.0
c04,translation_compensated,4,32,10_percent,1,46800,40695,0,10852,116,47,0,0.8695512820512821,0.13044871794871793,1.3636363636363635
c04,translation_compensated,4,32,10_percent,2,46800,43833,0,13990,118,111,10,0.9366025641025642,0.06339743589743585,1.4687866501357103
c04,translation_compensated,4,64,any,0,12480,10701,1560,0,117,33,1,0.8574519230769231,0.14254807692307692,1.0
c04,translation_compensated,4,64,any,1,12480,12049,1560,1348,118,118,44,0.9654647435897435,0.034535256410256454,1.1259695355574246
c04,translation_compensated,4,64,any,2,12480,12272,1560,1571,118,118,118,0.9833333333333333,0.01666666666666672,1.146808709466405
c04,translation_compensated,4,64,1_percent,0,12480,10008,1560,0,107,11,0,0.801923076923077,0.19807692307692304,1.0
c04,translation_compensated,4,64,1_percent,1,12480,11715,1560,1707,118,114,24,0.9387019230769231,0.06129807692307687,1.1705635491606714
c04,translation_compensated,4,64,1_percent,2,12480,12272,1560,2264,118,118,118,0.9833333333333333,0.01666666666666672,1.2262190247801759
c04,translation_compensated,4,64,5_percent,0,12480,9357,1560,0,72,7,0,0.7497596153846153,0.25024038461538467,1.0
c04,translation_compensated,4,64,5_percent,1,12480,11609,1560,2252,118,105,19,0.9302083333333333,0.0697916666666667,1.240675430159239
c04,translation_compensated,4,64,5_percent,2,12480,12253,1560,2896,118,118,113,0.9818108974358974,0.018189102564102555,1.3095009084108153
c04,translation_compensated,4,64,10_percent,0,12480,8601,1560,0,30,1,0,0.6891826923076924,0.31081730769230764,1.0
c04,translation_compensated,4,64,10_percent,1,12480,11418,1560,2817,118,89,12,0.9149038461538461,0.08509615384615388,1.3275200558074642
c04,translation_compensated,4,64,10_percent,2,12480,12216,1560,3615,118,117,100,0.9788461538461538,0.02115384615384619,1.4202999651203347
c04,translation_compensated,8,8,any,0,748800,350151,0,0,0,0,0,0.4676161858974359,0.5323838141025641,1.0
c04,translation_compensated,8,8,any,1,748800,487113,0,136962,11,0,0,0.6505248397435898,0.34947516025641023,1.3911512461766495
c04,translation_compensated,8,8,any,2,748800,556992,0,206841,59,0,0,0.7438461538461538,0.2561538461538462,1.5907194324734186
c04,translation_compensated,8,8,1_percent,0,748800,350151,0,0,0,0,0,0.4676161858974359,0.5323838141025641,1.0
c04,translation_compensated,8,8,1_percent,1,748800,487113,0,136962,11,0,0,0.6505248397435898,0.34947516025641023,1.3911512461766495
c04,translation_compensated,8,8,1_percent,2,748800,556992,0,206841,59,0,0,0.7438461538461538,0.2561538461538462,1.5907194324734186
c04,translation_compensated,8,8,5_percent,0,748800,324213,0,0,0,0,0,0.43297676282051284,0.5670232371794872,1.0
c04,translation_compensated,8,8,5_percent,1,748800,470211,0,145998,8,0,0,0.6279527243589743,0.3720472756410257,1.450315070648
c04,translation_compensated,8,8,5_percent,2,748800,543058,0,218845,51,0,0,0.7252377136752137,0.2747622863247863,1.6750037783802623
c04,translation_compensated,8,8,10_percent,0,748800,305942,0,0,0,0,0,0.40857638888888886,0.5914236111111111,1.0
c04,translation_compensated,8,8,10_percent,1,748800,459716,0,153774,4,0,0,0.6139369658119658,0.3860630341880342,1.5026246804949959
c04,translation_compensated,8,8,10_percent,2,748800,534710,0,228768,45,0,0,0.7140892094017094,0.2859107905982906,1.7477495734485622
c04,translation_compensated,8,16,any,0,187200,109060,0,0,1,0,0,0.5825854700854701,0.4174145299145299,1.0
c04,translation_compensated,8,16,any,1,187200,145842,0,36782,95,1,0,0.7790705128205129,0.22092948717948713,1.3372638914359067
c04,translation_compensated,8,16,any,2,187200,162843,0,53783,118,40,0,0.8698878205128205,0.13011217948717946,1.4931505593251422
c04,translation_compensated,8,16,1_percent,0,187200,105909,0,0,0,0,0,0.5657532051282051,0.43424679487179485,1.0
c04,translation_compensated,8,16,1_percent,1,187200,143681,0,37772,81,1,0,0.7675267094017094,0.23247329059829058,1.3566457996959653
c04,translation_compensated,8,16,1_percent,2,187200,161039,0,55130,118,38,0,0.8602510683760684,0.13974893162393165,1.5205412193486862
c04,translation_compensated,8,16,5_percent,0,187200,98538,0,0,0,0,0,0.5263782051282051,0.4736217948717949,1.0
c04,translation_compensated,8,16,5_percent,1,187200,139315,0,40777,62,0,0,0.7442040598290598,0.2557959401709402,1.4138200491181068
c04,translation_compensated,8,16,5_percent,2,187200,158317,0,59779,114,29,0,0.8457104700854701,0.15428952991452993,1.6066593598408736
c04,translation_compensated,8,16,10_percent,0,187200,90700,0,0,0,0,0,0.484508547008547,0.5154914529914529,1.0
c04,translation_compensated,8,16,10_percent,1,187200,134459,0,43759,47,0,0,0.7182638888888889,0.2817361111111111,1.4824586549062844
c04,translation_compensated,8,16,10_percent,2,187200,155400,0,64700,111,22,0,0.8301282051282052,0.16987179487179482,1.713340683572216
c04,translation_compensated,8,32,any,0,46800,32932,0,0,38,0,0,0.7036752136752137,0.2963247863247863,1.0
c04,translation_compensated,8,32,any,1,46800,41970,0,9038,118,71,0,0.8967948717948718,0.10320512820512817,1.2744443094862141
c04,translation_compensated,8,32,any,2,46800,44504,0,11572,118,118,22,0.9509401709401709,0.049059829059829085,1.3513907445645572
c04,translation_compensated,8,32,1_percent,0,46800,31372,0,0,20,0,0,0.6703418803418804,0.32965811965811964,1.0
c04,translation_compensated,8,32,1_percent,1,46800,41188,0,9816,118,53,0,0.8800854700854701,0.11991452991452989,1.3128904755833226
c04,translation_compensated,8,32,1_percent,2,46800,43993,0,12621,118,113,17,0.9400213675213676,0.05997863247863244,1.4023014152747673
c04,translation_compensated,8,32,5_percent,0,46800,28808,0,0,7,0,0,0.6155555555555555,0.3844444444444445,1.0
c04,translation_compensated,8,32,5_percent,1,46800,40155,0,11347,114,37,0,0.8580128205128205,0.14198717948717954,1.3938836434323798
c04,translation_compensated,8,32,5_percent,2,46800,43494,0,14686,118,99,10,0.9293589743589744,0.07064102564102559,1.5097889475145794
c04,translation_compensated,8,32,10_percent,0,46800,25851,0,0,3,0,0,0.5523717948717949,0.4476282051282051,1.0
c04,translation_compensated,8,32,10_percent,1,46800,38754,0,12903,109,25,0,0.828076923076923,0.17192307692307696,1.4991296274805617
c04,translation_compensated,8,32,10_percent,2,46800,42877,0,17026,117,90,8,0.9161752136752137,0.0838247863247863,1.658620556264748
c04,translation_compensated,8,64,any,0,12480,10044,1560,0,108,12,0,0.8048076923076923,0.19519230769230766,1.0
c04,translation_compensated,8,64,any,1,12480,11804,1560,1760,118,118,25,0.9458333333333333,0.054166666666666696,1.1752289924332935
c04,translation_compensated,8,64,any,2,12480,12272,1560,2228,118,118,118,0.9833333333333333,0.01666666666666672,1.2218239745121466
c04,translation_compensated,8,64,1_percent,0,12480,9517,1560,0,82,7,0,0.7625801282051282,0.23741987179487178,1.0
c04,translation_compensated,8,64,1_percent,1,12480,11628,1560,2111,118,106,22,0.9317307692307693,0.06826923076923075,1.221813596721656
c04,translation_compensated,8,64,1_percent,2,12480,12251,1560,2734,118,118,111,0.981650641025641,0.018349358974358965,1.2872754019123673
c04,translation_compensated,8,64,5_percent,0,12480,8579,1560,0,32,1,0,0.6874198717948717,0.31258012820512826,1.0
c04,translation_compensated,8,64,5_percent,1,12480,11366,1560,2787,117,84,15,0.9107371794871795,0.08926282051282053,1.3248630376500758
c04,translation_compensated,8,64,5_percent,2,12480,12174,1560,3595,118,116,92,0.9754807692307692,0.024519230769230793,1.4190465089171231
c04,translation_compensated,8,64,10_percent,0,12480,7532,1560,0,13,0,0,0.603525641025641,0.396474358974359,1.0
c04,translation_compensated,8,64,10_percent,1,12480,10997,1560,3465,113,62,8,0.8811698717948718,0.11883012820512817,1.4600371747211895
c04,translation_compensated,8,64,10_percent,2,12480,12037,1560,4505,118,114,65,0.9645032051282051,0.03549679487179491,1.598114710568242
c04,translation_compensated,16,8,any,0,748800,290447,0,0,0,0,0,0.3878832799145299,0.61211672008547,1.0
c04,translation_compensated,16,8,any,1,748800,438611,0,148164,0,0,0,0.5857518696581197,0.41424813034188035,1.5101240501709434
c04,translation_compensated,16,8,any,2,748800,515964,0,225517,32,0,0,0.6890544871794871,0.31094551282051286,1.7764480266623515
c04,translation_compensated,16,8,1_percent,0,748800,290447,0,0,0,0,0,0.3878832799145299,0.61211672008547,1.0
c04,translation_compensated,16,8,1_percent,1,748800,438611,0,148164,0,0,0,0.5857518696581197,0.41424813034188035,1.5101240501709434
c04,translation_compensated,16,8,1_percent,2,748800,515964,0,225517,32,0,0,0.6890544871794871,0.31094551282051286,1.7764480266623515
c04,translation_compensated,16,8,5_percent,0,748800,264282,0,0,0,0,0,0.35294070512820513,0.6470592948717948,1.0
c04,translation_compensated,16,8,5_percent,1,748800,422648,0,158366,0,0,0,0.5644337606837607,0.4355662393162393,1.599231124329315
c04,translation_compensated,16,8,5_percent,2,748800,502704,0,238422,29,0,0,0.6713461538461538,0.3286538461538462,1.9021499761618272
c04,translation_compensated,16,8,10_percent,0,748800,244017,0,0,0,0,0,0.3258774038461538,0.6741225961538462,1.0
c04,translation_compensated,16,8,10_percent,1,748800,409943,0,165926,0,0,0,0.5474666132478633,0.4525333867521367,1.6799772147022543
c04,translation_compensated,16,8,10_percent,2,748800,492668,0,248651,22,0,0,0.657943376068376,0.34205662393162395,2.0189904801714635
c04,translation_compensated,16,16,any,0,187200,95818,0,0,0,0,0,0.5118482905982906,0.4881517094017094,1.0
c04,translation_compensated,16,16,any,1,187200,136390,0,40572,51,0,0,0.7285790598290598,0.2714209401709402,1.4234277484397504
c04,translation_compensated,16,16,any,2,187200,155789,0,59971,111,25,0,0.8322061965811965,0.16779380341880346,1.625884489344382
c04,translation_compensated,16,16,1_percent,0,187200,92842,0,0,0,0,0,0.4959508547008547,0.5040491452991454,1.0
c04,translation_compensated,16,16,1_percent,1,187200,134541,0,41699,47,0,0,0.718701923076923,0.28129807692307696,1.4491393981172314
c04,translation_compensated,16,16,1_percent,2,187200,154636,0,61794,108,24,0,0.8260470085470085,0.17395299145299148,1.6655823872816182
c04,translation_compensated,16,16,5_percent,0,187200,84303,0,0,0,0,0,0.4503365384615385,0.5496634615384615,1.0
c04,translation_compensated,16,16,5_percent,1,187200,129214,0,44911,36,0,0,0.6902457264957265,0.30975427350427354,1.5327331174454053
c04,translation_compensated,16,16,5_percent,2,187200,151187,0,66884,102,20,0,0.8076228632478633,0.19237713675213675,1.7933762736794658
c04,translation_compensated,16,16,10_percent,0,187200,74040,0,0,0,0,0,0.3955128205128205,0.6044871794871796,1.0
c04,translation_compensated,16,16,10_percent,1,187200,121736,0,47696,22,0,0,0.6502991452991453,0.34970085470085466,1.6441923284710966
c04,translation_compensated,16,16,10_percent,2,187200,146033,0,71993,86,12,0,0.780090811965812,0.21990918803418802,1.9723527822798488
c04,translation_compensated,16,32,any,0,46800,30177,0,0,12,0,0,0.6448076923076923,0.3551923076923077,1.0
c04,translation_compensated,16,32,any,1,46800,40460,0,10283,116,43,0,0.8645299145299146,0.13547008547008543,1.3407562050568314
c04,translation_compensated,16,32,any,2,46800,43529,0,13352,118,100,18,0.9301068376068377,0.06989316239316234,1.4424561752327931
c04,translation_compensated,16,32,1_percent,0,46800,28537,0,0,5,0,0,0.6097649572649573,0.3902350427350427,1.0
c04,translation_compensated,16,32,1_percent,1,46800,39720,0,11183,113,37,0,0.8487179487179487,0.1512820512820513,1.3918772120405087
c04,translation_compensated,16,32,1_percent,2,46800,43034,0,14497,118,90,10,0.9195299145299145,0.0804700854700855,1.50800714861408
c04,translation_compensated,16,32,5_percent,0,46800,25099,0,0,2,0,0,0.5363034188034188,0.4636965811965812,1.0
c04,translation_compensated,16,32,5_percent,1,46800,38097,0,12998,99,24,0,0.8140384615384615,0.1859615384615385,1.5178692378182397
c04,translation_compensated,16,32,5_percent,2,46800,42261,0,17162,117,74,7,0.9030128205128205,0.0969871794871795,1.6837722618431012
c04,translation_compensated,16,32,10_percent,0,46800,21101,0,0,0,0,0,0.45087606837606836,0.5491239316239316,1.0
c04,translation_compensated,16,32,10_percent,1,46800,35570,0,14469,76,13,0,0.760042735042735,0.239957264957265,1.6857020994265675
c04,translation_compensated,16,32,10_percent,2,46800,41012,0,19911,112,57,6,0.8763247863247863,0.12367521367521372,1.9436045685038623
c04,translation_compensated,16,64,any,0,12480,9477,1560,0,71,5,0,0.759375,0.24062499999999998,1.0
c04,translation_compensated,16,64,any,1,12480,11575,1560,2098,118,102,23,0.9274839743589743,0.07251602564102566,1.221378073229925
c04,translation_compensated,16,64,any,2,12480,12224,1560,2747,118,118,100,0.9794871794871794,0.02051282051282055,1.2898596602300305
c04,translation_compensated,16,64,1_percent,0,12480,8902,1560,0,44,1,0,0.7133012820512821,0.28669871794871793,1.0
c04,translation_compensated,16,64,1_percent,1,12480,11365,1560,2463,117,82,20,0.9106570512820513,0.08934294871794868,1.276679397888115
c04,translation_compensated,16,64,1_percent,2,12480,12135,1560,3233,118,117,84,0.9723557692307693,0.027644230769230727,1.3631768141990563
c04,translation_compensated,16,64,5_percent,0,12480,7520,1560,0,15,0,0,0.6025641025641025,0.39743589743589747,1.0
c04,translation_compensated,16,64,5_percent,1,12480,10862,1560,3342,113,57,8,0.8703525641025641,0.12964743589743588,1.4444148936170214
c04,translation_compensated,16,64,5_percent,2,12480,11911,1560,4391,118,111,53,0.9544070512820513,0.04559294871794872,1.5839095744680851
c04,translation_compensated,16,64,10_percent,0,12480,6104,1560,0,3,0,0,0.4891025641025641,0.5108974358974359,1.0
c04,translation_compensated,16,64,10_percent,1,12480,10172,1560,4068,99,26,7,0.8150641025641026,0.18493589743589745,1.666448230668414
c04,translation_compensated,16,64,10_percent,2,12480,11625,1560,5521,118,101,30,0.9314903846153846,0.06850961538461542,1.9044888597640892
c05,raw,0,8,any,0,954720,858324,0,0,142,133,3,0.8990321769733535,0.10096782302664653,1.0
c05,raw,0,8,any,1,954720,887384,0,29060,143,142,62,0.9294704206468912,0.07052957935310877,1.0338566788299057
c05,raw,0,8,any,2,954720,890826,0,32502,143,142,115,0.9330756661639015,0.06692433383609853,1.0378668195226977
c05,raw,0,8,1_percent,0,954720,858324,0,0,142,133,3,0.8990321769733535,0.10096782302664653,1.0
c05,raw,0,8,1_percent,1,954720,887384,0,29060,143,142,62,0.9294704206468912,0.07052957935310877,1.0338566788299057
c05,raw,0,8,1_percent,2,954720,890826,0,32502,143,142,115,0.9330756661639015,0.06692433383609853,1.0378668195226977
c05,raw,0,8,5_percent,0,954720,838131,0,0,142,121,2,0.8778814731020613,0.12211852689793867,1.0
c05,raw,0,8,5_percent,1,954720,885557,0,47426,142,142,42,0.9275567705714765,0.07244322942852355,1.0565854263832264
c05,raw,0,8,5_percent,2,954720,890362,0,52231,143,142,102,0.9325896597955422,0.0674103402044578,1.06231842039013
c05,raw,0,8,10_percent,0,954720,816364,0,0,139,99,0,0.8550821183174124,0.14491788168258757,1.0
c05,raw,0,8,10_percent,1,954720,882931,0,66567,142,142,24,0.9248062259091671,0.07519377409083294,1.0815408322757984
c05,raw,0,8,10_percent,2,954720,889717,0,73353,143,142,85,0.9319140690464219,0.06808593095357807,1.0898533007334963
c05,raw,0,16,any,0,238680,220341,0,0,142,141,33,0.9231649069884365,0.07683509301156355,1.0
c05,raw,0,16,any,1,238680,222867,0,2526,143,143,129,0.9337481146304676,0.06625188536953242,1.0114640489060138
c05,raw,0,16,any,2,238680,223030,0,2689,143,143,141,0.9344310373722139,0.06556896262778611,1.0122038113651113
c05,raw,0,16,1_percent,0,238680,219726,0,0,142,141,27,0.9205882352941176,0.0794117647058824,1.0
c05,raw,0,16,1_percent,1,238680,222826,0,3100,143,142,128,0.933576336517513,0.06642366348248696,1.0141084805621547
c05,raw,0,16,1_percent,2,238680,223017,0,3291,143,143,141,0.934376571141277,0.06562342885872297,1.014977745009694
c05,raw,0,16,5_percent,0,238680,216605,0,0,142,136,12,0.9075121501592089,0.09248784984079106,1.0
c05,raw,0,16,5_percent,1,238680,222591,0,5986,143,142,116,0.9325917546505782,0.0674082453494218,1.0276355578126082
c05,raw,0,16,5_percent,2,238680,222979,0,6374,143,143,140,0.9342173621585387,0.06578263784146132,1.029426836868955
c05,raw,0,16,10_percent,0,238680,211795,0,0,142,123,4,0.8873596447125859,0.11264035528741412,1.0
c05,raw,0,16,10_percent,1,238680,221854,0,10059,142,142,82,0.9295039383274677,0.0704960616725323,1.0474940390471918
c05,raw,0,16,10_percent,2,238680,222836,0,11041,143,142,130,0.9336182336182336,0.0663817663817664,1.0521305979838995
c05,raw,0,32,any,0,59670,55623,0,0,143,142,119,0.932176973353444,0.06782302664655604,1.0
c05,raw,0,32,any,1,59670,55764,0,141,143,143,142,0.9345399698340875,0.06546003016591251,1.0025349226039588
c05,raw,0,32,any,2,59670,55770,0,147,143,143,143,0.934640522875817,0.065359477124183,1.0026427916509357
c05,raw,0,32,1_percent,0,59670,55507,0,0,142,142,103,0.9302329478800067,0.06976705211999334,1.0
c05,raw,0,32,1_percent,1,59670,55761,0,254,143,143,142,0.9344896933132227,0.06551030668677726,1.0045759994234962
c05,raw,0,32,1_percent,2,59670,55770,0,263,143,143,143,0.934640522875817,0.065359477124183,1.0047381411353522
c05,raw,0,32,5_percent,0,59670,54945,0,0,142,140,61,0.920814479638009,0.079185520361991,1.0
c05,raw,0,32,5_percent,1,59670,55713,0,768,143,142,140,0.9336852689793866,0.06631473102061336,1.013977613977614
c05,raw,0,32,5_percent,2,59670,55757,0,812,143,143,142,0.9344226579520697,0.06557734204793031,1.0147784147784147
c05,raw,0,32,10_percent,0,59670,54035,0,0,142,134,33,0.9055639349756996,0.09443606502430035,1.0
c05,raw,0,32,10_percent,1,59670,55659,0,1624,143,142,128,0.932780291603821,0.06721970839617897,1.0300545942444712
c05,raw,0,32,10_percent,2,59670,55754,0,1719,143,143,142,0.9343723814312049,0.06562761856879507,1.0318127139816786
c05,raw,0,64,any,0,15912,14868,1989,0,143,143,142,0.9343891402714932,0.06561085972850678,1.0
c05,raw,0,64,any,1,15912,14872,1989,4,143,143,143,0.934640522875817,0.065359477124183,1.0002690341673393
c05,raw,0,64,any,2,15912,14872,1989,4,143,143,143,0.934640522875817,0.065359477124183,1.0002690341673393
c05,raw,0,64,1_percent,0,15912,14851,1989,0,143,142,135,0.9333207642031172,0.06667923579688284,1.0
c05,raw,0,64,1_percent,1,15912,14872,1989,21,143,143,143,0.934640522875817,0.065359477124183,1.0014140461921757
c05,raw,0,64,1_percent,2,15912,14872,1989,21,143,143,143,0.934640522875817,0.065359477124183,1.0014140461921757
